id,avgPwr,varPwr,maxPwr,minPwr,duty,ct5,spk5,ct10,spk10,ct15,spk15,ct25,spk25,ct50,spk50,ct75,spk75,ct100,spk100,ct150,spk150,ct250,spk250,ct500,spk500,deviceType
8,0.222715393519,26.7700431949,239.91,0.0,0.00121527777778,2,0,2,0,1,0,4,0,5,0,4,0,2,0,1,0,0,0,0,0,Blender
8,0.0582178240741,5.51896627292,152.93,0.0,0.000405092592593,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,Blender
10,1.9243412037,1770.11151975,928.87,0.0,0.00208333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0,2,0,Blowdryer
10,1.46286956019,1891.85295891,1807.37,0.0,0.000763888888889,9,2,0,1,1,0,2,0,3,0,3,0,3,0,2,0,2,0,2,0,Blowdryer
11,1.96015439815,2242.98983631,1502.93,0.0,0.00178240740741,1,5,0,5,0,5,0,4,1,1,5,1,5,0,5,0,6,0,2,0,Blowdryer
11,0.26218125,108.802617411,424.21,0.0,0.000648148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.301075810185,119.99284777,415.63,0.0,0.000763888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.281628703704,115.505529493,419.91,0.0,0.000706018518519,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,Blowdryer
11,0.305824537037,128.256221498,429.98,0.0,0.000729166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Blowdryer
11,6.4368650463,8089.78178787,1403.6,0.0,0.00538194444444,4,4,0,4,0,4,0,4,2,3,4,1,5,1,10,0,11,0,8,0,Blowdryer
11,0.196309722222,111.160250833,1086.55,0.0,0.000405092592593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.701390046296,288.21543819,422.58,0.0,0.00171296296296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.312129861111,126.606128982,417.61,0.0,0.000775462962963,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,Blowdryer
11,0.198646759259,81.1328740414,412.53,0.0,0.000486111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.159978935185,64.3826204463,415.98,0.0,0.000405092592593,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,Blowdryer
11,1.26974895833,973.175898758,809.43,0.0,0.00203703703704,1,1,0,1,0,1,0,1,0,1,0,0,0,0,3,0,3,0,3,0,Blowdryer
11,0.311291435185,233.775362221,758.86,0.0,0.000416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.502439236111,276.12891122,813.99,0.0,0.00100694444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.200295949074,81.6985833349,413.77,0.0,0.000497685185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.286788425926,114.528588186,408.17,0.0,0.000717592592593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Blowdryer
11,1.61565439815,1269.73185091,795.74,0.0,0.00206018518519,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Blowdryer
11,0.152255208333,56.1051731397,777.25,0.0,0.000277777777778,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Blowdryer
11,0.0508756944444,6.63095840677,415.55,0.0,0.000601851851852,0,1,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,Blowdryer
11,0.100133912037,36.9760712842,438.68,0.0,0.00037037037037,0,0,0,0,0,0,1,0,2,0,2,0,2,0,1,0,0,0,0,0,Blowdryer
11,4.87753368056,6438.01708038,1462.29,0.0,0.00391203703704,3,5,2,4,2,4,3,4,4,1,7,1,7,0,7,0,6,0,1,0,Blowdryer
11,0.0539079861111,18.1320955807,773.72,0.0,4.62962962963e-05,0,2,0,1,0,1,1,1,1,0,2,0,1,0,1,0,1,0,0,0,Blowdryer
11,0.062143287037,4.58072559614,198.78,0.0,0.00087962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.0992755787037,20.8196309092,595.09,0.0,0.000960648148148,0,3,1,2,1,1,2,0,4,0,4,0,4,0,3,0,1,0,0,0,Blowdryer
11,0.0520972222222,8.66342588638,415.12,0.0,0.00056712962963,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.0810172453704,19.0950549895,419.97,0.0,0.000659722222222,0,1,0,1,0,1,0,0,2,0,2,0,2,0,2,0,0,0,0,0,Blowdryer
11,0.0528385416667,5.20333577486,289.44,0.0,0.000671296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.0379961805556,5.3167921317,338.89,0.0,0.000405092592593,0,2,0,2,0,1,1,0,2,0,2,0,2,0,1,0,0,0,0,0,Blowdryer
11,0.0917065972222,8.69446780859,419.65,0.0,0.00121527777778,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Blowdryer
11,0.20777337963,84.8568375329,415.03,0.0,0.000509259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
11,0.857571180556,679.073979914,815.65,0.0,0.00108796296296,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,Blowdryer
11,0.07538125,18.5265322875,765.89,0.0,6.94444444444e-05,0,1,0,0,0,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,Blowdryer
11,0.0604109953704,15.0204719804,423.76,0.0,0.000462962962963,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,Blowdryer
12,6.36791793981,8340.03066957,1587.52,0.0,0.00443287037037,2,3,0,3,1,3,1,3,1,3,0,2,0,1,3,0,5,0,8,0,Blowdryer
13,0.689468865741,1084.5549554,1636.21,0.0,0.000439814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
13,1.13519178241,1793.97787821,1593.74,0.0,0.000717592592593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
13,0.0164546296296,22.5304013146,1395.22,0.0,1.15740740741e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
13,0.411539467593,641.294714439,1620.08,0.0,0.000266203703704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Blowdryer
13,1.40199236111,2292.6319184,1646.24,0.0,0.000856481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
13,2.00744953704,3201.92541732,1664.32,0.0,0.00131944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Blowdryer
13,2.38908958333,3840.17687991,1660.46,0.0,0.00155092592593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Blowdryer
13,1.34204872685,2151.20551719,1625.62,0.0,0.000833333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blowdryer
13,1.79528368056,2777.57539234,1605.17,0.0,0.0012037037037,1,0,1,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,1,0,Blowdryer
13,0.262709837963,421.792794528,1650.16,0.0,0.000162037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blowdryer
13,2.55689895833,4065.68004286,1649.33,0.0,0.00164351851852,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,3,0,2,0,Blowdryer
13,1.41033564815,2229.34185559,1585.73,0.0,0.000891203703704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
13,1.22810844907,1942.26344342,1639.29,0.0,0.000810185185185,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,Blowdryer
13,1.73521724537,2753.62668491,1623.71,0.0,0.00109953703704,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,Blowdryer
13,1.57312708333,2469.57065818,1631.32,0.0,0.00100694444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
14,4.70692141204,6441.03920943,1439.38,0.0,0.00358796296296,0,0,0,0,1,0,2,0,4,0,3,0,3,0,3,0,6,0,7,0,Blowdryer
14,1.24944594907,1758.85888947,1456.39,0.0,0.000891203703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Blowdryer
14,6.2139900463,8587.47831398,1459.57,0.0,0.00479166666667,0,0,0,0,1,0,3,0,6,0,5,0,4,0,6,0,7,0,10,0,Blowdryer
14,1.21564282407,1666.00662683,1423.68,0.0,0.000925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,Blowdryer
14,5.1669818287,7189.46453818,1443.57,0.0,0.00381944444444,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,Blowdryer
14,5.70380810185,7460.2340432,1427.54,0.0,0.00505787037037,2,0,1,0,0,0,0,0,3,0,4,0,7,0,13,0,27,0,23,0,Blowdryer
14,5.35120289352,7190.25158606,1436.55,0.0,0.00434027777778,2,0,0,0,0,0,0,0,1,0,5,0,6,0,7,0,15,0,10,0,Blowdryer
14,1.77424548611,2434.3921723,1453.3,0.0,0.00136574074074,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,4,0,Blowdryer
14,4.96043344907,6635.96347157,1452.39,0.0,0.00425925925926,3,1,2,1,1,1,1,1,2,1,5,1,5,0,7,0,16,0,17,0,Blowdryer
14,2.71683888889,3731.64651144,1460.56,0.0,0.00217592592593,0,0,0,0,2,0,3,0,4,0,2,0,3,0,1,0,4,0,5,0,Blowdryer
15,1.87786423611,2451.62053405,1405.37,0.0,0.00163194444444,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,Blowdryer
15,4.69298101852,6294.13088322,1412.06,0.0,0.00376157407407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,Blowdryer
15,1.65714456019,2191.19506607,1416.83,0.0,0.00142361111111,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,Blowdryer
15,4.52115798611,5651.61085922,1414.14,0.0,0.0044212962963,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,Blowdryer
15,1.70047407407,2090.90977182,1388.44,0.0,0.00171296296296,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,2,0,1,0,Blowdryer
15,1.18420798611,1383.469444,1422.91,0.0,0.00137731481481,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,2,0,1,0,Blowdryer
15,1.45877430556,1671.55207396,1434.14,0.0,0.00177083333333,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,Blowdryer
15,1.79414699074,2503.34214977,1417.81,0.0,0.00128472222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
15,3.17057592593,3591.8715493,1402.44,0.0,0.00384259259259,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,Blowdryer
15,1.06020740741,760.977436957,1408.41,0.0,0.00216435185185,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,Blowdryer
15,4.27611909722,5534.43336111,1426.25,0.0,0.00386574074074,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,Blowdryer
15,1.40263715278,1611.10824172,1411.68,0.0,0.00166666666667,1,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,1,0,Blowdryer
15,2.80134421296,3632.69228258,1446.28,0.0,0.00258101851852,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,1,0,Blowdryer
15,1.57545856481,1957.45621777,1424.58,0.0,0.0016087962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Blowdryer
15,1.85929988426,2415.32151389,1410.03,0.0,0.00166666666667,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,Blowdryer
16,1.59088472222,1444.08439688,916.71,0.0,0.00177083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
16,0.724459143519,658.263002437,918.15,0.0,0.000798611111111,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Blowdryer
16,1.50717060185,2382.83326941,1622.79,0.0,0.000960648148148,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0,3,0,Blowdryer
16,0.371932407407,334.953445449,916.56,0.0,0.000416666666667,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,Blowdryer
16,0.442820833333,404.852452717,932.46,0.0,0.000486111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blowdryer
17,19.3754358796,1339.62545785,3455.8,0.0,0.000150462962963,20,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,CableBox
18,11.5241493056,208.279541554,35.67,0.0,0.390520833333,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
18,29.107071875,2.14469239483,35.52,23.13,1.0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
18,28.9096513889,3.53846442708,35.73,20.34,1.0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
18,17.8782211806,209.459942034,35.94,0.0,0.606446759259,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,4.25605347222,19.4036081101,12.5,0.0,0.488703703704,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.8097974537,0.920162118697,12.96,4.19,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.82445127315,0.918429481306,13.13,4.52,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.21700798611,10.3460019564,19.06,0.0,0.951574074074,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.87585590278,17.0557399063,19.13,0.0,0.928078703704,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.1936162037,11.3106376939,19.16,0.0,0.896678240741,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,1.38284212963,9.88883422091,12.33,0.0,0.164189814815,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.79085856481,0.973803459626,12.9,0.0,0.99931712963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.83877361111,0.932986269118,12.5,4.29,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.82009849537,0.932149734512,13.53,4.49,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.74876365741,0.937154730716,12.73,4.62,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.949540625,2.47475607254,18.93,4.49,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.83086875,0.911177874903,12.63,5.06,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.75693958333,0.941975728757,13.33,4.36,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.84791828704,1.78661594656,18.93,4.82,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.87964849537,0.929487231769,12.73,4.66,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.89736053241,0.927942397794,13.57,5.03,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.85874166667,0.929990733727,12.8,4.79,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.75485891204,0.951639519446,13.03,4.79,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.83053819444,0.929259152476,13.03,4.66,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.8243369213,0.95028632653,13.4,4.79,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.75435636574,0.928808099624,13.03,4.32,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.81814791667,0.946689928584,12.96,4.52,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.87244722222,0.917148629159,13.03,4.66,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.73468298611,1.7364694458,12.66,0.0,0.989537037037,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.91005335648,7.21068845201,19.83,4.96,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.08755462963,2.70905181646,18.86,4.76,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.83854664352,0.928349472246,12.86,4.86,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.7298181713,0.955693567633,12.66,4.36,1.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.84964976852,0.949769710671,12.93,4.29,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.87754675926,0.925391037165,12.83,4.76,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,10.7394137731,9.99277759037,19.16,4.72,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.58999456019,4.07262758446,18.36,0.0,0.966030092593,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,10.5522040509,12.3390877614,19.33,0.0,0.979236111111,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.01344386574,2.92728862706,19.66,0.0,0.996863425926,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.96881712963,7.30766757304,19.16,4.52,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.242859375,3.45588020708,18.93,4.82,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.8612943287,0.928909138371,13.53,4.76,1.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,10.1228302083,7.99275885913,19.33,4.52,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.78352256944,0.930169942199,12.53,4.66,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.77279722222,0.957497944066,12.96,5.09,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.78251678241,1.15927943548,18.43,0.0,0.999328703704,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.75629930556,0.984259010879,12.43,4.36,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.82072453704,0.96986411162,12.9,4.69,1.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.86395219907,0.945192682206,13.07,4.76,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.82052488426,0.946221193247,12.66,4.89,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.7929974537,0.942929987494,13.07,4.76,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,10.8264497685,10.1931763334,19.53,0.0,0.999618055556,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.48280127315,5.68132866792,19.53,4.72,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.76635324074,0.954539812258,12.86,4.76,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.86191990741,0.968695459789,13.4,4.29,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.88394236111,0.948236555011,13.23,4.62,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,11.3157359954,11.5288019236,19.43,4.96,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.85992395833,2.21901965741,18.59,0.0,0.994594907407,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.77766030093,0.954586260762,13.3,4.49,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.95472638889,3.57089614041,18.99,0.0,0.988726851852,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,9.0239880787,2.0381580362,18.56,5.13,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.82898888889,0.965345137377,13.17,4.46,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.76997256944,0.952443861516,13.03,5.23,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
19,8.84019016204,0.946589833051,12.7,0.0,0.999988425926,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
20,31.668833912,25.1428971877,43.57,0.0,0.976863425926,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
20,32.1560167824,1.44800685504,37.09,26.36,1.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
20,32.1769930556,1.37210100458,37.24,25.39,1.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
20,32.0605413194,1.35868177526,36.57,26.82,1.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
20,32.0977329861,1.32682156782,36.48,26.75,1.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CableBox
